,co_ibge,no_municipio,nu_ocorrencias_ambulatorio,mp_municipio,nu_ocorrencias_internacoes,uf
73,330030,Barra do Piraí,145,"MULTIPOLYGON (((-43.913481999999995 -22.520781, -43.953064 -22.519588, -44.001895999999995 -22.51127, -44.01819 -22.485485999999998, -44.030598999999995 -22.497138, -44.055898 -22.479077999999998, -44.071469 -22.459930999999997, -44.005643 -22.407085, -44.084165999999996 -22.382012, -44.06319 -22.33363, -44.022586 -22.304223, -44.026438 -22.297265, -44.022368 -22.294133, -44.008471 -22.31033, -43.972674999999995 -22.312663999999998, -43.966432 -22.343418, -43.910897 -22.360788, -43.912633 -22.350386999999998, -43.887732 -22.339782, -43.88689 -22.33083, -43.853949 -22.314017999999997, -43.826775 -22.313661999999997, -43.849771 -22.336143, -43.858398 -22.371855999999998, -43.844795 -22.384392, -43.819024 -22.367397, -43.809525 -22.351868, -43.782494 -22.361159999999998, -43.76443 -22.391289999999998, -43.748749 -22.4032, -43.777139999999996 -22.442189, -43.754766 -22.459906, -43.765775999999995 -22.458793, -43.769918999999994 -22.517958999999998, -43.797623 -22.551880999999998, -43.819392 -22.546015999999998, -43.805429 -22.522554, -43.828148999999996 -22.516564, -43.843458999999996 -22.501973, -43.868638999999995 -22.528599999999997, -43.913481999999995 -22.520781)))",4,RJ
74,330010,Angra dos Reis,3,"MULTIPOLYGON (((-44.521080999999995 -23.027292, -44.546143 -23.020442, -44.540569 -22.995984, -44.557809 -22.961320999999998, -44.580642 -22.947672, -44.621579999999994 -22.938416999999998, -44.638673999999995 -22.914154, -44.629478 -22.904919, -44.607143 -22.885341, -44.598918 -22.890316, -44.57573 -22.878017999999997, -44.555174 -22.88805, -44.494644 -22.846787, -44.475333 -22.857239, -44.479893 -22.866827, -44.466921 -22.884968, -44.433291999999994 -22.868838, -44.410678999999995 -22.846359, -44.381195999999996 -22.858351, -44.333704 -22.842917, -44.318056999999996 -22.845095, -44.302051999999996 -22.854111, -44.291758 -22.842465, -44.260888 -22.847597, -44.244636 -22.868081, -44.232537 -22.870465, -44.241582 -22.912976999999998, -44.214977 -22.931874, -44.192589999999996 -22.928914, -44.172425 -22.984164999999997, -44.165659999999995 -23.033936999999998, -44.172886999999996 -23.04809, -44.194938 -23.054425, -44.201378 -23.038313, -44.237643999999996 -23.056535, -44.247527 -23.048506, -44.229845999999995 -23.014376, -44.249368 -22.997837, -44.272875 -23.003743999999998, -44.289702 -23.023705, -44.306459 -23.023647999999998, -44.297072 -23.009802, -44.303232 -23.002415, -44.347001 -23.030179, -44.363012 -23.015604999999997, -44.345423 -22.991491999999997, -44.317527 -22.985391, -44.299887 -22.958745999999998, -44.318943999999995 -22.956469, -44.330658 -22.966583, -44.333346999999996 -22.946758, -44.320657 -22.936038999999997, -44.33112 -22.925812, -44.34487 -22.921968, -44.371731 -22.938444999999998, -44.370312 -22.948401999999998, -44.349483 -22.945788999999998, -44.359251 -22.957482, -44.377829 -22.958078999999998, -44.411116 -22.941211, -44.434366999999995 -22.962972999999998, -44.444869 -23.027379, -44.461956 -23.007661, -44.48413 -23.008525, -44.506039 -23.030303999999997, -44.521080999999995 -23.027292)), ((-44.492717999999996 -23.051803, -44.503800999999996 -23.053399, -44.484093 -23.040319, -44.492717999999996 -23.051803)), ((-44.347366 -23.038752, -44.351188 -23.060268, -44.364275 -23.045444999999997, -44.390747 -23.042030999999998, -44.347366 -23.038752)), ((-44.351203 -23.214195999999998, -44.339470999999996 -23.190281, -44.357209 -23.191654, -44.372963999999996 -23.168196, -44.325148 -23.154083999999997, -44.323687 -23.13954, -44.296636 -23.116602, -44.290704 -23.137144, -44.259617 -23.11589, -44.233413999999996 -23.090694, -44.209323999999995 -23.092112999999998, -44.202081 -23.119034, -44.168723 -23.11993, -44.169878999999995 -23.13757, -44.164001999999996 -23.142039, -44.148184 -23.125055, -44.126878999999995 -23.119456, -44.140471 -23.13893, -44.137698 -23.15967, -44.114149999999995 -23.148217, -44.094502999999996 -23.174753, -44.118475 -23.186099, -44.139961 -23.167026999999997, -44.188185999999995 -23.182465, -44.196664999999996 -23.203701, -44.206709 -23.192633, -44.257988 -23.203093, -44.270049 -23.18077, -44.311327999999996 -23.180469, -44.33401 -23.224075, -44.351203 -23.214195999999998)))",4,RJ
75,353440,Osasco,1,"MULTIPOLYGON (((-46.807775 -23.609067, -46.817332 -23.581856, -46.821827 -23.548869, -46.817389999999996 -23.520716999999998, -46.799527999999995 -23.471383, -46.774823999999995 -23.464436, -46.763825999999995 -23.505601, -46.747045 -23.520377, -46.76003 -23.529204, -46.760234 -23.555014, -46.773058 -23.570092, -46.806408 -23.583973, -46.807775 -23.609067)))",4,SP
76,421480,Rio do Sul,10,"MULTIPOLYGON (((-49.585519999999995 -27.087426999999998, -49.594587999999995 -27.097561, -49.592029 -27.128012, -49.590309999999995 -27.142716999999998, -49.572159 -27.143121999999998, -49.575922 -27.170574, -49.557102 -27.206511, -49.543347999999995 -27.219002999999997, -49.552116999999996 -27.234063, -49.527256 -27.27204, -49.565275 -27.275553, -49.578593999999995 -27.259928, -49.620312999999996 -27.284799, -49.640207 -27.275598, -49.68165 -27.29129, -49.692572999999996 -27.29, -49.69911 -27.250325999999998, -49.690843 -27.244891, -49.699421 -27.21699, -49.684798 -27.198677999999997, -49.705431999999995 -27.185755999999998, -49.705794 -27.159924, -49.717355 -27.143898, -49.709379 -27.132899, -49.667472 -27.117822, -49.655553999999995 -27.10275, -49.635850999999995 -27.107456, -49.615821999999994 -27.080222, -49.585519999999995 -27.087426999999998)))",4,SC
77,150553,Parauapebas,9,"MULTIPOLYGON (((-49.825914999999995 -5.855665999999999, -49.801555 -5.867127, -49.792168 -5.894125, -49.805281 -5.903702, -49.807527 -5.92681, -49.800920999999995 -5.954791, -49.780049999999996 -6.00514, -49.791278 -6.02166, -49.768277999999995 -6.05553, -49.778835 -6.074618999999999, -49.781878 -6.114083, -49.764471 -6.139803, -49.7556 -6.172059, -49.736076999999995 -6.180880999999999, -49.735802 -6.207553, -49.756751 -6.217426, -49.788382 -6.220259, -49.804553 -6.211746, -49.828582999999995 -6.21815, -49.823248 -6.248644, -50.500226999999995 -6.250166999999999, -50.56787 -6.249484, -50.542396 -6.266035, -50.538061 -6.288982, -50.542925999999994 -6.311615, -50.529955 -6.314879, -50.521997 -6.339477, -50.509949 -6.347694, -50.492529 -6.34021, -50.488062 -6.351149, -50.50781 -6.3779, -50.497367999999994 -6.399535999999999, -50.50356 -6.432716, -50.486864 -6.432675, -50.478862 -6.453793999999999, -50.493834 -6.465021999999999, -50.493612999999996 -6.48168, -50.478482 -6.490376, -50.496863 -6.496549, -50.482453 -6.513794, -50.522422 -6.508416, -50.542507 -6.531591, -50.557258999999995 -6.524325999999999, -50.590004 -6.52202, -50.602731 -6.535953999999999, -50.61962 -6.528004999999999, -50.628084 -6.542624, -50.694283999999996 -6.539091, -50.715975 -6.541888, -50.718754999999994 -6.5191, -50.730309999999996 -6.507861, -50.724117 -6.493907999999999, -50.757870999999994 -6.497582, -50.766151 -6.48965, -50.763698999999995 -6.459982999999999, -50.775144999999995 -6.439536, -50.791253999999995 -6.435213999999999, -50.780479 -6.423833, -50.792975 -6.402908, -50.810477 -6.407099, -50.826642 -6.375863, -50.810508999999996 -6.367036, -50.825564 -6.340942999999999, -50.82206 -6.321418, -50.800259 -6.306765, -50.799121 -6.286080999999999, -50.816562 -6.272047, -50.849812 -6.291842, -50.893176 -6.300419, -50.923984 -6.314553, -50.93909 -6.329218, -50.937261 -6.354121, -50.947675999999994 -6.365931, -50.936204 -6.405977999999999, -50.963587 -6.431414999999999, -51.025873999999995 -6.457230999999999, -51.036896 -6.475114, -51.069562 -6.490666, -51.115407 -6.487785, -51.132442 -6.478765999999999, -51.146847 -6.483025, -51.183479999999996 -6.467203, -51.157671 -6.453837, -51.142236999999994 -6.422869, -51.143207 -6.380847999999999, -51.160787 -6.371345, -51.152266 -6.350199, -51.155065 -6.331753, -51.182142 -6.32024, -51.198978 -6.286783, -51.190923 -6.268802, -51.160509999999995 -6.26619, -51.14918 -6.237181, -51.148776999999995 -6.216684, -51.127066 -6.199650999999999, -51.119727999999995 -6.171323, -51.092003999999996 -6.125499, -51.071562 -6.121613, -51.026004 -6.057168, -50.998616999999996 -6.04039, -51.003391 -6.021452, -50.987614 -6.019189, -50.992317 -6.000349, -50.977700999999996 -5.988953, -50.925059999999995 -5.96986, -50.913033 -5.985289, -50.854419 -5.982908, -50.842006999999995 -5.973699, -50.816446 -5.978453, -50.801564 -5.971857, -50.784116 -5.986898999999999, -50.750426999999995 -5.977842, -50.726645 -5.961052, -50.715528 -5.907293, -50.702194999999996 -5.898972, -50.681810999999996 -5.918972999999999, -50.650225 -5.908926, -50.585395999999996 -5.920157, -50.555448999999996 -5.90379, -50.531253 -5.881279, -50.472614 -5.874658, -50.455003999999995 -5.856159, -50.432449999999996 -5.862723, -50.416222999999995 -5.855569, -50.389979999999994 -5.877191, -50.359975 -5.876771, -50.343837 -5.864265, -50.298919 -5.902595, -50.246919 -5.917247, -50.229419 -5.901102, -50.214721999999995 -5.90157, -50.195423 -5.882796, -50.168976 -5.909948, -50.145584 -5.90633, -50.105360999999995 -5.924413, -50.09522 -5.921507, -50.070916 -5.892214, -50.055718999999996 -5.915083999999999, -50.063421 -5.937036, -50.046668 -5.94566, -50.017472 -5.945405999999999, -50.023278 -5.922711, -50.011751999999994 -5.906752, -49.981086 -5.920097999999999, -49.95955 -5.90201, -49.950553 -5.873789, -49.932641 -5.859623, -49.905328 -5.855211, -49.879248 -5.863997, -49.878996 -5.875043, -49.849306999999996 -5.857595, -49.825914999999995 -5.855665999999999)))",4,PA
78,355410,Taubaté,2,"MULTIPOLYGON (((-45.725088 -22.969445999999998, -45.704673 -22.947964, -45.699638 -22.956978, -45.647345 -22.986672, -45.63389 -23.001196, -45.570045 -22.987246, -45.545836 -22.998665, -45.503634 -22.978993, -45.494353 -23.014765999999998, -45.466297 -23.038166, -45.459696 -23.054745, -45.43902 -23.071455999999998, -45.392987999999995 -23.036068999999998, -45.378834 -23.01721, -45.351012999999995 -23.008588, -45.340418 -23.030513, -45.307226 -23.025202, -45.294222999999995 -23.027079999999998, -45.289077999999996 -23.045261, -45.314051 -23.057119, -45.296507 -23.085043, -45.300115 -23.091987, -45.328541 -23.085057, -45.349877 -23.102269, -45.34384 -23.108663999999997, -45.354867999999996 -23.137942, -45.387769999999996 -23.15889, -45.396988 -23.180664999999998, -45.445555 -23.217644, -45.478542 -23.224442, -45.503828999999996 -23.219300999999998, -45.519743 -23.199744, -45.52225 -23.176308, -45.545576 -23.176216, -45.568171 -23.159869999999998, -45.587987999999996 -23.17899, -45.609479 -23.163503, -45.593762999999996 -23.134082, -45.628969 -23.116222999999998, -45.630959999999995 -23.081307, -45.663303 -23.033666999999998, -45.696906999999996 -23.02694, -45.702964 -23.007049, -45.713376 -23.009778999999998, -45.712181 -22.989469999999997, -45.725088 -22.969445999999998)))",4,SP
79,110028,Rolim de Moura,1,"MULTIPOLYGON (((-61.614219 -11.583829, -61.566862 -11.602882, -61.548977 -11.619107999999999, -61.558616 -11.633986, -61.559222 -11.656633, -61.574286 -11.665056, -61.5642 -11.694161999999999, -61.545477 -11.699359, -61.544914 -11.72847, -61.534585 -11.74317, -61.521863999999994 -11.758218999999999, -61.525313999999995 -11.786714, -61.53812 -11.815472999999999, -61.564297999999994 -11.856366, -61.832066999999995 -11.856988999999999, -61.839006 -11.868445, -61.883505 -11.885100999999999, -61.890527 -11.906811999999999, -61.900482999999994 -11.89204, -61.91901 -11.890673999999999, -61.921091999999994 -11.866869, -61.966840999999995 -11.863607, -61.991398 -11.870047, -62.015539999999994 -11.858589, -62.050438 -11.867352, -62.037611999999996 -11.849884, -62.037941999999994 -11.825496999999999, -62.026790999999996 -11.819974, -62.018589 -11.79628, -61.994485999999995 -11.769551, -61.989154 -11.75262, -61.95881 -11.735272, -61.972784 -11.729274, -61.979592 -11.711008, -61.972083999999995 -11.688678999999999, -61.978949 -11.671135, -61.959447999999995 -11.659500999999999, -61.962449 -11.631371999999999, -61.926922 -11.616033, -61.913778 -11.585023999999999, -61.614219 -11.583829)))",4,RO
80,351880,Guarulhos,58,"MULTIPOLYGON (((-46.386652999999995 -23.474676, -46.401069 -23.486803, -46.412141 -23.470464, -46.460471999999996 -23.483031, -46.479999 -23.476913999999997, -46.511097 -23.478792, -46.55547 -23.510097, -46.561703 -23.472780999999998, -46.570485999999995 -23.458771, -46.566635999999995 -23.415426, -46.545646 -23.387013, -46.535438 -23.363305, -46.495943 -23.348226, -46.480838999999996 -23.362099999999998, -46.445054999999996 -23.358741, -46.448463 -23.349721, -46.418451 -23.316319, -46.396412 -23.285881, -46.364157 -23.274082999999997, -46.356576 -23.288027, -46.358137 -23.317052, -46.336535999999995 -23.33476, -46.369965 -23.365081999999997, -46.368581 -23.394220999999998, -46.377607 -23.401525, -46.358421 -23.437278, -46.37581 -23.432181, -46.397270999999996 -23.447796, -46.386652999999995 -23.474676)))",4,SP
81,240810,Natal,252,"MULTIPOLYGON (((-35.282413999999996 -5.849817, -35.28197 -5.829472, -35.261238 -5.810029, -35.247561 -5.782245, -35.286574 -5.7635, -35.291342 -5.732498, -35.265536 -5.704049, -35.237555 -5.714391, -35.203632 -5.743243, -35.194477 -5.754949, -35.192358 -5.781588, -35.179296 -5.798852999999999, -35.17929 -5.86448, -35.171284 -5.88029, -35.152936 -5.886276, -35.154106999999996 -5.897834, -35.176195 -5.899818, -35.217935 -5.868574, -35.225063 -5.881093, -35.282413999999996 -5.849817)))",4,RN
82,521150,Itumbiara,4,"MULTIPOLYGON (((-49.24935 -18.522841, -49.285635 -18.536312, -49.292694 -18.563907999999998, -49.327497 -18.5622, -49.342614 -18.595603999999998, -49.373396 -18.634833, -49.380376 -18.643583, -49.405713 -18.645098, -49.455974999999995 -18.577897999999998, -49.477731999999996 -18.564266, -49.486188 -18.532268, -49.443449 -18.542734, -49.42225 -18.525372, -49.421261 -18.446682, -49.467479999999995 -18.429299999999998, -49.474551 -18.418537, -49.50667 -18.406432, -49.527781 -18.409473, -49.547298 -18.426365999999998, -49.603907 -18.449006999999998, -49.609579 -18.438606, -49.627055999999996 -18.452638, -49.643620999999996 -18.440623, -49.677718 -18.428917, -49.712025999999994 -18.408806, -49.741084 -18.346178, -49.760925 -18.404964, -49.758683999999995 -18.424654, -49.778855 -18.445641, -49.770216999999995 -18.465777, -49.772588 -18.495782, -49.78911 -18.501072, -49.824407 -18.494937999999998, -49.85198 -18.422102, -49.86504 -18.416484999999998, -49.921150999999995 -18.366287, -49.953995 -18.352911, -49.977567 -18.363825, -49.978989999999996 -18.354688, -49.952014 -18.329857999999998, -49.937090999999995 -18.327879, -49.944019 -18.311065, -49.925653 -18.309848, -49.877648 -18.289424, -49.866842999999996 -18.26726, -49.836687999999995 -18.251825, -49.808918999999996 -18.22711, -49.800433 -18.232656, -49.753279 -18.212773, -49.729593 -18.231382999999997, -49.701955999999996 -18.24418, -49.699943 -18.261478999999998, -49.641515 -18.274805999999998, -49.612925 -18.290872999999998, -49.603496 -18.303575, -49.591932 -18.283977999999998, -49.568366999999995 -18.285356, -49.578593999999995 -18.267612, -49.562630999999996 -18.263554, -49.564189999999996 -18.223654, -49.544743999999994 -18.217463, -49.509392 -18.213554, -49.490424999999995 -18.237672, -49.477215 -18.271155, -49.426094 -18.282524, -49.416312 -18.290437999999998, -49.416320999999996 -18.328354, -49.39505 -18.338098, -49.366507 -18.292026, -49.344386 -18.289409, -49.32758 -18.267063, -49.297283 -18.24608, -49.285689999999995 -18.229651999999998, -49.254507 -18.230686, -49.23787 -18.22323, -49.241557 -18.201141, -49.254903999999996 -18.196854, -49.252503 -18.179147999999998, -49.248048 -18.168250999999998, -49.224891 -18.176394, -49.184396 -18.168689999999998, -49.155423 -18.131577999999998, -49.122465 -18.106845, -49.10078 -18.107612, -49.093078999999996 -18.155335, -49.078773999999996 -18.179813, -49.050743 -18.199423, -49.013965999999996 -18.207002, -48.995802999999995 -18.239369999999997, -48.980475999999996 -18.29701, -48.959502 -18.323479, -48.982898999999996 -18.341117, -48.981500999999994 -18.356374, -49.005964 -18.374359, -49.029635999999996 -18.36882, -49.042001 -18.376507999999998, -49.053762 -18.402576, -49.079051 -18.416671, -49.114294 -18.397199999999998, -49.126312999999996 -18.384314, -49.156217 -18.406751, -49.159271999999994 -18.416652, -49.205797 -18.414092999999998, -49.192586 -18.449721999999998, -49.22837 -18.479219999999998, -49.24935 -18.522841)))",4,GO
83,312610,Formiga,1,"MULTIPOLYGON (((-45.260276999999995 -20.650918, -45.293513 -20.670534999999997, -45.317294 -20.656252, -45.357234999999996 -20.673862, -45.405094999999996 -20.653085, -45.455517 -20.670793, -45.485605 -20.668568, -45.491851999999994 -20.690965, -45.512304 -20.696441, -45.529005 -20.689605, -45.551096 -20.694875, -45.562318 -20.685643, -45.586143 -20.686989, -45.613701999999996 -20.703091, -45.641338999999995 -20.696817, -45.661299 -20.713441, -45.721695 -20.735879, -45.733717 -20.734716, -45.758939999999996 -20.711774, -45.788526 -20.717219999999998, -45.831798 -20.666674, -45.798587999999995 -20.628895999999997, -45.783919 -20.588974999999998, -45.756312 -20.574178999999997, -45.739847 -20.531769999999998, -45.719037 -20.533621, -45.715751999999995 -20.507704, -45.684559 -20.468103, -45.686569 -20.448363999999998, -45.66885 -20.438824, -45.648827 -20.462224, -45.591781 -20.480677, -45.588288 -20.46733, -45.561921 -20.477065, -45.538985 -20.49587, -45.5327 -20.517082, -45.490382 -20.509757, -45.483990999999996 -20.499761, -45.493598 -20.450239, -45.489823 -20.437334999999997, -45.512178999999996 -20.396326, -45.503952 -20.384338, -45.504413 -20.344048, -45.482578 -20.340363, -45.467560999999996 -20.313375999999998, -45.447565999999995 -20.347459999999998, -45.419759 -20.366671999999998, -45.419076 -20.344452999999998, -45.389452999999996 -20.330368999999997, -45.385732999999995 -20.318994999999997, -45.349491 -20.321566, -45.336856999999995 -20.333614999999998, -45.320584 -20.350602, -45.304044 -20.376526, -45.302656999999996 -20.392688, -45.320518 -20.43283, -45.313055999999996 -20.472016999999997, -45.298794 -20.474667, -45.303632 -20.520212, -45.277457999999996 -20.542963, -45.261153 -20.547307999999997, -45.263341 -20.563111, -45.292539 -20.590519999999998, -45.261662 -20.607733, -45.272634 -20.618679, -45.259864 -20.625051, -45.260276999999995 -20.650918)))",4,MG
84,510250,Cáceres,1,"MULTIPOLYGON (((-57.752295 -17.564463, -57.883441999999995 -17.449541999999997, -57.962635999999996 -17.500335, -57.996367 -17.515603, -58.023222999999994 -17.494384, -58.043386999999996 -17.492668, -58.049530999999995 -17.46303, -58.060143999999994 -17.450720999999998, -58.089282 -17.461136, -58.120729999999995 -17.447639, -58.12287 -17.414683, -58.145478 -17.413667999999998, -58.153169 -17.383644, -58.177201999999994 -17.391566, -58.198057999999996 -17.386115999999998, -58.202202 -17.357034, -58.226169 -17.350671, -58.246719999999996 -17.355244, -58.264517999999995 -17.345088999999998, -58.263289 -17.331581, -58.280454 -17.319086, -58.278321999999996 -17.299775999999998, -58.300281999999996 -17.297978, -58.293305 -17.287971, -58.320344 -17.256009, -58.346613 -17.234078999999998, -58.36765 -17.199108, -58.398942 -17.183984, -58.399483999999994 -17.145545, -58.393667 -17.096024, -58.392008999999995 -17.040139, -58.400461 -16.997782, -58.416964 -16.981782, -58.431886 -16.991721, -58.446467999999996 -16.969189999999998, -58.463142999999995 -16.961999, -58.458751 -16.938243, -58.476813 -16.936664999999998, -58.460513 -16.901383, -58.464489 -16.835435, -58.475556999999995 -16.822138, -58.472176 -16.793126, -58.461769 -16.794335, -58.472798999999995 -16.748946999999998, -58.466828 -16.717175, -58.471664 -16.708166, -58.461354 -16.667664, -58.463103999999994 -16.653195999999998, -58.436183 -16.592947, -58.421575999999995 -16.574583999999998, -58.393556999999994 -16.563693999999998, -58.344094999999996 -16.518396, -58.334979 -16.478673, -58.356351999999994 -16.426022, -58.342081 -16.388704, -58.307311999999996 -16.370746999999998, -58.304023 -16.309148999999998, -58.317629999999994 -16.292263, -58.322165 -16.266353, -58.365911999999994 -16.273716, -58.388659 -16.261394, -58.400107999999996 -16.303632, -58.430648999999995 -16.322678, -58.785666 -16.308045, -58.796136999999995 -16.25058, -58.771995999999994 -16.215535, -58.761143 -16.173159, -58.714867999999996 -16.141689, -58.703607 -16.111401, -58.703781 -16.092527999999998, -58.686124 -16.071415, -58.695301 -16.032947, -58.675053999999996 -16.014696999999998, -58.652879999999996 -16.014293, -58.63816 -16.002109, -58.63099 -15.981038, -58.597038999999995 -15.963631, -58.583289 -15.943442, -58.561577 -15.949390999999999, -58.508396 -15.94493, -58.48817 -15.931367, -58.450157999999995 -15.920124, -58.41406 -15.892800999999999, -58.390761999999995 -15.884808, -58.366966 -15.893070999999999, -58.349371 -15.914606, -58.331942999999995 -15.91387, -58.298973999999994 -15.929402999999999, -58.288616999999995 -15.95141, -58.299423999999995 -15.962155, -58.289514999999994 -15.980557, -58.296425 -15.993407999999999, -58.269901 -16.008523, -58.257095 -16.025841, -58.236874 -16.03554, -58.225668 -16.025547, -58.202017 -16.042415, -58.151883999999995 -16.044559, -58.162285 -16.002048, -58.159541 -15.973911999999999, -58.17319 -15.930473999999998, -58.17201 -15.906414, -58.157585999999995 -15.883574999999999, -58.155074 -15.864500999999999, -58.132115 -15.847346, -58.109691999999995 -15.844130999999999, -58.082268 -15.817267, -58.071202 -15.828705999999999, -58.039289999999994 -15.820955, -58.003656 -15.823635999999999, -57.976836999999996 -15.812819, -57.943664 -15.821024999999999, -57.935660999999996 -15.797293999999999, -57.966792999999996 -15.771161999999999, -57.976872 -15.773885, -57.965959 -15.714329, -57.935579 -15.715971999999999, -57.919267999999995 -15.732873, -57.889893 -15.750228, -57.815577 -15.767346, -57.800633999999995 -15.778207, -57.799104 -15.773658999999999, -57.760355999999994 -15.680221, -57.742487999999994 -15.709627999999999, -57.719175 -15.727253999999999, -57.699219 -15.712174, -57.707141 -15.659120999999999, -57.712818999999996 -15.646911999999999, -57.696892999999996 -15.599193999999999, -57.702175999999994 -15.575083, -57.695833 -15.546971, -57.707781999999995 -15.519105, -57.700308 -15.504786, -57.701328 -15.477127, -57.712247999999995 -15.454502999999999, -57.508047999999995 -15.510007, -57.485414999999996 -15.569592, -57.497037 -15.647164, -57.484856 -15.658693, -57.490863999999995 -15.680862999999999, -57.519828 -15.705162999999999, -57.510715 -15.709194, -57.520154 -15.745533, -57.488431999999996 -15.745483, -57.450798999999996 -15.754845999999999, -57.426184 -15.743737999999999, -57.408223 -15.720823, -57.378707999999996 -15.713902, -57.350336 -15.726483, -57.320494999999994 -15.753532, -57.307418999999996 -15.777811999999999, -57.312219999999996 -15.810042999999999, -57.279298 -15.833241999999998, -57.286044999999994 -15.860099, -57.251189999999994 -15.794811, -57.219981999999995 -15.797222999999999, -57.233700999999996 -15.823004, -57.224796999999995 -15.850874999999998, -57.008742999999996 -15.741468, -57.014177999999994 -15.767208, -57.007453999999996 -15.803707999999999, -57.029356 -15.840729999999999, -57.051311999999996 -15.847, -57.052589999999995 -15.864118999999999, -57.083352 -15.889736999999998, -57.082088999999996 -15.901838, -57.106046 -15.934050999999998, -57.117937999999995 -15.958953999999999, -57.133401 -15.964785, -57.133039 -15.985603, -57.153507 -16.000814, -57.145537999999995 -16.038996, -57.12876 -16.040582, -57.116552 -16.057489999999998, -57.122012 -16.07182, -57.109893 -16.098986, -57.126081 -16.132284, -57.120917999999996 -16.150474, -57.095819 -16.174243999999998, -57.07174 -16.267862, -57.084478999999995 -16.337422999999998, -57.078658999999995 -16.355897, -57.081263 -16.389428, -57.075606 -16.419432999999998, -57.13303 -16.435499999999998, -57.1716 -16.442263999999998, -57.186533999999995 -16.47436, -57.188016 -16.527753, -57.239726999999995 -16.545851, -57.265138 -16.577756, -57.300019 -16.598235, -57.313136 -16.595212999999998, -57.330977999999995 -16.615247, -57.345121999999996 -16.613578999999998, -57.402947999999995 -16.63817, -57.398526999999994 -16.663750999999998, -57.411645 -16.669013, -57.395244 -16.679379, -57.405190999999995 -16.703339, -57.406478 -16.732226999999998, -57.389024 -16.764211, -57.398126 -16.77392, -57.373872 -16.785667999999998, -57.377328 -16.805174, -57.363403999999996 -16.823034, -57.373953 -16.835631, -57.372313999999996 -16.86008, -57.382526 -16.876996, -57.405713999999996 -16.875058, -57.40602 -16.889343, -57.430333999999995 -16.90576, -57.422236 -16.939864, -57.409594999999996 -16.960276, -57.38203 -16.98341, -57.372187999999994 -17.000256, -57.389316 -17.001784, -57.375341999999996 -17.018341, -57.392387 -17.031088999999998, -57.404700999999996 -17.06513, -57.389058 -17.051737, -57.385655 -17.088714, -57.367934 -17.113671, -57.372996 -17.120317999999997, -57.358795 -17.144949, -57.367354 -17.154042, -57.363054999999996 -17.174806, -57.347651 -17.180927, -57.35411 -17.203492999999998, -57.333991 -17.207802, -57.334267999999994 -17.224429999999998, -57.348265 -17.243598, -57.333188 -17.281577, -57.329127 -17.317913, -57.343064999999996 -17.331583, -57.33716 -17.358059, -57.366448 -17.352919999999997, -57.370439999999995 -17.38458, -57.406428999999996 -17.410818, -57.426699 -17.41876, -57.430885999999994 -17.442456, -57.456778 -17.450661, -57.457173999999995 -17.470582, -57.468854 -17.466758, -57.479948 -17.482024, -57.477045999999994 -17.50448, -57.496728999999995 -17.533445, -57.541002999999996 -17.551427999999998, -57.543039 -17.564935, -57.558254 -17.564096, -57.593801 -17.582055999999998, -57.611678 -17.598238, -57.644143 -17.608524, -57.678884 -17.60575, -57.692718 -17.62701, -57.702054999999994 -17.601243999999998, -57.700671 -17.583282, -57.710947999999995 -17.566077, -57.712139 -17.543134, -57.728058 -17.529747999999998, -57.740052 -17.536305, -57.752295 -17.564463)))",4,MT
